"","id","sentences","doc_id","sentence_id","nchar"
"51","1","spent half_years nursing home","Anderson_Greg",56,48
"52","1","came realization loved work duluth saintlouis_county social services going employer probably rest professional career","Anderson_Greg",57,165
"53","1","needed come government service center established","Anderson_Greg",58,86
"54","1","spent four plus years contract manager","Anderson_Greg",60,43
"55","1","basically working purchase service contracts various units divisions anywhere children family service group homes home care agencies board lodge programissassisted living programisschemical_dependency treatment programissmental_health centers","Anderson_Greg",61,267
"56","1","wide variety experiences within service areas","Anderson_Greg",62,67
"57","1","april 2000 april 2000 decided needed change","Anderson_Greg",63,77
"58","1","needed experience became adult foster care licenser","Anderson_Greg",64,75
"59","1","adult foster care licenser half_years based encouragement received supervisors within department going succession plan iconic adult service supervisor managing mental_health chemical_dependency services fifteen twenty years iconic within human services community duluth saintlouis_county","Anderson_Greg",65,446
"60","1","filled position vacant years took chemical_dependency adult protection common entry point represented services responsibilities kind evolved switched since january 2003 supervising chemical_dependency services first twelve years just supervising services south saintlouis_county ended restructuring time","Anderson_Greg",67,438
"61","1","took supervision saintlouis_county both north south","Anderson_Greg",68,71
"62","1","rule assessors three different offices","Anderson_Greg",69,48
"63","1","also special project generated county board commitment support find resolutions opioid epidemic","Anderson_Greg",70,156
"64","1","directing overseeing substance_abuse prevention intervention initiatives since probably april 2014 observed opioid crisis dealing substance_abuse professionally since 2003 decade plus experience seeing happening community","Anderson_Greg",71,336
"65","1","witnessed coming 2003 primary substance choice alcohol","Anderson_Greg",72,90
"66","1","cycles trends changed","Anderson_Greg",74,57
"67","1","later 2000s maybe starting 2006 2007 incredible upswing methamphetamine","Anderson_Greg",75,102
"68","1","basically dealing different fronts","Anderson_Greg",76,59
"69","1","effect individuals family also public health crisis dealing manufacturing","Anderson_Greg",77,161
"70","1","money resources","Anderson_Greg",78,53
"71","1","actually worked collaboration children family services unit financial assistance unit working setting shared family program basically mothers parents dealing substance placed adult foster home actually dually licensed foster home parent child placed together assist support initial phases recovery process","Anderson_Greg",79,475
"72","1","barriers place state perspective regards funding","Anderson_Greg",80,73
"73","1","funding adults residential services called group state residential housing program significant effects minnesota family investment program mfip","Anderson_Greg",81,184
"74","1","using impacts others great detail right memory kind faded","Anderson_Greg",82,112
"75","1","operated three years continuing barriers regards getting appropriate level funding getting families accept needing done financial assistance standpoint trying parents recovery children order children away them supervised caregiver adult yeah","Anderson_Greg",83,444
"76","1","monitoring mentoring types able coordinate different funding streams order make work imagined frustrating","Anderson_Greg",84,192
"77","1","actually come position ongoing discussions past regarding trying parents dealing mental illness","Anderson_Greg",85,167
"78","1","barriers regards funding streamissthe state worked hard trying things place relationship efforts reduce homelessness provide permanent support housing services","Anderson_Greg",87,227
"79","1","sure things changed","Anderson_Greg",88,57
"80","1","really taken look","Anderson_Greg",89,38
"81","1","recent times looking projects relationship harm_reduction chronic inebriates face long_term homelessness","Anderson_Greg",90,141
"82","1","program called marco basically project modeled several communities within state minnesota also throughout country","Anderson_Greg",91,192
"83","1","center alcohol_drug treatment_center city housing players","Anderson_Greg",92,86
"84","1","saintlouis_county public health human services provided supportive role development","Anderson_Greg",93,96
"85","1","worked assistance utilizing group residential housing financial assistance benefit provide funding individuals meeting characteristics","Anderson_Greg",94,166
"86","1","matter fact year anniversary opening june 22nd","Anderson_Greg",95,84
"87","1","alcohol consumption call house might extreme common term","Anderson_Greg",96,113
"88","1","kind shifted house supportive housing chronic inebriates","Anderson_Greg",97,85
"89","1","just another example collaboration commitment community address","Anderson_Greg",98,104
"90","1","wish still made think years opening called there losers telling story","Anderson_Greg",99,144
"91","1","find office","Anderson_Greg",101,46
"92","1","enforcement real want cynical real concerns putting together basically moving statement police chief regards program done individuals residing there positive impact city community harm_reduction model","Anderson_Greg",102,395
"93","1","walk office building look block marco","Anderson_Greg",103,99
"94","1","thirty board watch component inebriates forty single room units individuals","Anderson_Greg",106,115
"95","1","basically geared human development center community mental_health center they provide supportive services individuals center alcohol_drug treatment provides services individuals board watch back meth crisis tried housing situation then resources allocated","Anderson_Greg",107,427
"96","1","enhanced services children family services provide support direction intervention families afflicted issue","Anderson_Greg",108,152
"97","1","things kind well least standpoint things fell wayside period time think biggest thing enforcement standpoint able focus reduce ever totally eliminate greatly reduce labs community houses duluth yeah","Anderson_Greg",109,322
"98","1","duluth rural duluth heard rural areas actually city yeah","Anderson_Greg",110,126
"99","1","think least three four instances homes duluth","Anderson_Greg",111,81
"100","1","basically necessarily lower income areas occurring","Anderson_Greg",112,77
"101","1","boundaries relationship income yeah myth busted right really coming back","Anderson_Greg",113,124
"102","1","things really slowed probably guessing 2010 2011","Anderson_Greg",115,69
"103","1","dealing issues things really coming light things really becoming noticeable 2011 2012","Anderson_Greg",117,121
"104","1","late 2012 commissioner department human services came duluth community leaders believe police chief part panel presentation want lucinda jesson department human services commissioner time","Anderson_Greg",118,289
"105","1","long story short came discussing state direction together implement substance state plan address substance came saintpaul came saintpaul","Anderson_Greg",119,220
"106","1","believe been think minnesota department health think another state department along chief police time gordon ramsey","Anderson_Greg",120,176
"107","1","excited taking place","Anderson_Greg",121,42
"108","1","attended session along adult service division director mark nelson","Anderson_Greg",122,81
"109","1","time north saintlouis_county supervisor mike unclear also attendance professor university duluth school pharmacy mark sneiderhan center alcohol_drug treatment gary olson","Anderson_Greg",123,252
"110","1","beth bilden essentia point saintmary duluth clinic","Anderson_Greg",125,72
"111","1","treatment providers there group started talking session discussion series meetings basically first step development opioid abuse response strategies work group","Anderson_Greg",126,249
"112","1","overview seen impact saintlouis_county 2012 still there right yeah","Anderson_Greg",127,111
"113","1","point time primary concern focused prescription opioids","Anderson_Greg",128,77
"114","1","conversations came reviews discussions time went basically came greater monitoring control prescription medications","Anderson_Greg",129,151
"115","1","longer easily accessed entrepreneurship others reflecting back supply demand basically said prescription medications something need able provide price good affordable","Anderson_Greg",130,308
"116","1","started swing shift heroin second page references appearance oars opioid abuse response strategies members basically first substance_abuse prevention intervention initiative team member marsha gertel","Anderson_Greg",131,269
"117","1","interviewed almanac north","Anderson_Greg",132,36
"118","1","almanac north spin almanac channel twin cities","Anderson_Greg",133,70
"119","1","basically questions posed kind went","Anderson_Greg",134,75
"120","1","major heroin bust think before date almanac north good friday 2014","Anderson_Greg",135,115
"121","1","major heroin bust either wednesday thursday week based channel called dana kazel communication manager wanting response saintlouis_county relationship","Anderson_Greg",136,234
"122","1","department contacted","Anderson_Greg",137,41
"123","1","adult service division director unable attend basically went marsha gertel interview hosaintof program oars group basically ended discussions leading proposal together then think late 2000s public health department social service department merged public health human services","Anderson_Greg",138,407
"124","1","public health human services department proposed county commissioner developing substance prevention intervention initiative","Anderson_Greg",139,149
"125","1","unanimous vote january 2014 basically approved allocation four provide prevention intervention services throughout saintlouis_county address issues relating substance_abuse latest draft pamphlet brochure","Anderson_Greg",140,266
"126","1","shows pamphlet basically gives description relationship assisting supporting individuals families communities throughout saintlouis_county","Anderson_Greg",142,191
"127","1","things public education trainings consultations within department family members others calling concerned wanting direction ideas people reach oars basically extension oars","Anderson_Greg",143,257
"128","1","oars program founded","Anderson_Greg",144,49
"129","1","oars came first interesting take opioid crisis thinking substance_abuse prevention intervention broadly","Anderson_Greg",145,171
"130","1","true think fair","Anderson_Greg",146,42
"131","1","basically looking necessarily coordinated services here decided expand include substance rather just opioids yeah","Anderson_Greg",147,196
"132","1","focus opioid piece","Anderson_Greg",148,51
"133","1","called expedited rule assessments children family services","Anderson_Greg",149,83
"134","1","incredibly high rate home placement","Anderson_Greg",150,56
"135","1","kids foster care licensed facilities programs related parental substance","Anderson_Greg",151,95
"136","1","parent parents come risk losing children","Anderson_Greg",152,81
"137","1","borderline crisis crisis","Anderson_Greg",153,42
"138","1","willing wanting assessment oftentimes right workers available either matt johnson marsha gertel","Anderson_Greg",154,155
"139","1","also social worker north saintlouis_county","Anderson_Greg",155,55
"140","1","based hibbing able exactly next","Anderson_Greg",156,92
"141","1","happens quickly find rustling papers","Anderson_Greg",157,76
"142","1","minnesota department health together annual probably forward minnesota department health basically data statistics overdoses minnesota","Anderson_Greg",158,187
"143","1","basically broken things saintlouis_county 2015","Anderson_Greg",160,70
"144","1","2016 statistics coming point 2015 right","Anderson_Greg",161,94
"145","1","take look overdoses related opioids this based admissions licensed chemical_dependency treatment programissit necessarily dealing individuals admissions people might three times year yeah well know personal experience talk climate collaboration cooperation think duluth good think factors know something drinking water","Anderson_Greg",162,546
"146","1","mean something witnessed first came community 1987 just something just part culture value able work together support even_though agree various items values life","Anderson_Greg",163,286
"147","1","common purpose problem needs solved push differences aside work jointly collaborative fashion","Anderson_Greg",164,151
"148","1","submitted grant proposal department human services approximately million dollars state targeted response opioid crisis","Anderson_Greg",165,156
"149","1","state minnesota received million dollars 2017 2018 legislation pushed supported hard senator klobuchar address opioid crisis rural communities state five million yeah","Anderson_Greg",166,262
"150","1","million rural yeah","Anderson_Greg",167,46
"151","1","send powerpoint handouts give even information just turned submitted april 28th 2017","Anderson_Greg",168,175
"152","1","saintlouis_county public health human service submitted proposal lead partner consortium duluth police department lake superior drug violent crime task force rural aids action network center alcohol_drug treatment university minnesota duluth school pharmacy judicial district drug courts carleton county public health human service saintlouis carleton county carleton county receive financial benefit application things allow carleton county residents access particular things relationship drug court probably star component proposal development medically monitored opioid withdrawal program duluth detox","Anderson_Greg",169,778
"153","1","basically expansion duluth detox program managed center alcohol_drug treatment collaborated helped facilitate marco program","Anderson_Greg",170,187
"154","1","basically individuals medical withdrawal nurses doctors monitoring","Anderson_Greg",171,106
"155","1","medication need","Anderson_Greg",172,39
"156","1","center alcohol_drug treatment also clear path program medication assisted treatment program utilizes methadone suboxone went significant borderline crisis situation back want 2013","Anderson_Greg",173,254
"157","1","methadone program want sued methadone program called lake superior treatment_center","Anderson_Greg",174,152
"158","1","basically going significant concerns issues relationship meeting licensing","Anderson_Greg",175,102
"159","1","state rule licensing requirements","Anderson_Greg",176,36
"160","1","want either 2012 2013 license revoked state minnesota crisis situation five programs company based state","Anderson_Greg",177,213
"161","1","state minnesota license revoked revoked programs parent company","Anderson_Greg",178,107
"162","1","closed lake superior treatment_center ended closing think three four programs twin cities saintcloud rochester","Anderson_Greg",179,180
"163","1","section omitted place licensing issue monitoring methadone yeah long lisaintbut things provider appeals revocation maintain operation appeal process","Anderson_Greg",180,268
"164","1","appeal process went plus year time period","Anderson_Greg",181,65
"165","1","initial onset meeting department human services state contingency plans something ended playing program closed","Anderson_Greg",182,171
"166","1","result collaboration oars group saintlouis_county community based treatment program","Anderson_Greg",183,126
"167","1","ended personal presentations three finals area basically ended reviewing choosing center alcohol_drug treatment","Anderson_Greg",185,162
"168","1","gary olson talking putting something together four five_years prior piece raised level need","Anderson_Greg",186,143
"169","1","gary center just reflective collaboration efforts things here owns","Anderson_Greg",187,145
"170","1","chief executive officer working dealing stuff thirty plus years picked someone also reflects community itself","Anderson_Greg",189,177
"171","1","gary adamant public health issue impact individuals families overall community","Anderson_Greg",191,139
"172","1","reflective trying oars group oars yeah keep people hands issue around table yeah","Anderson_Greg",192,190
"173","1","calendar allows certainly send appointment","Anderson_Greg",195,71
"174","1","based sent relationship grant proposal might hearing tomorrow whether they talking twenty days","Anderson_Greg",198,145
"175","1","state submitted plan january basically programs supposed running july 1saintbasically awards done contract negotiation piece awardees","Anderson_Greg",200,222
"176","1","basically contract signed things place july 1saintit real interesting process saying things includes beds managed detox","Anderson_Greg",201,198
"177","1","parts think special particular rapid response overdose victimisswe collaborating duluth police lake superior drug violent crime task force","Anderson_Greg",202,209
"178","1","jeff kazel give detail","Anderson_Greg",203,51
"179","1","particular piece looking expansion narcan naloxone access","Anderson_Greg",204,107
"180","1","able provide naloxone narcan training substance","Anderson_Greg",205,75
"181","1","target enforcement agencies throughout saintlouis_county","Anderson_Greg",206,71
"182","1","think sometimes lost details sure also going possibly include emergency responders definitely enforcement agencies throughout saintlouis_county going partnering substance prevention intervention initiative social workers provide rapid response regard follow support","Anderson_Greg",207,366
"183","1","going individual days","Anderson_Greg",208,71
"184","1","friday evening probably able anything monday","Anderson_Greg",209,81
"185","1","able individual provide rule assessment first step access treatment provide alternatives supports applicable necessary","Anderson_Greg",210,202
"186","1","trying establish contact early possible things place provide support filling enough resources enough people treat quickly hoping nice regards detox expansion","Anderson_Greg",211,286
"187","1","thing know need going exceed supply duluth detox able bring individuals provide place stay program","Anderson_Greg",212,186
"188","1","gary olson duluth detox going working north saintlouis_county range detox virginia minnesota able range detox staying range detox going able brought duluth detox program","Anderson_Greg",213,254
"189","1","discussions transportation bringing people down thing gets lost saintlouis_county geographically bigger three states within mainland","Anderson_Greg",216,208
"190","1","another thing reminded regular basis saintlouis_county massive dealing services issues related urban rural settings","Anderson_Greg",218,183
"191","1","need able understand things place address things areas","Anderson_Greg",219,89
"192","1","helps grown small farm able better connect understand things","Anderson_Greg",220,108
"193","1","always discussions about this happens","Anderson_Greg",221,54
"194","1","happens there shouldn same well apple orange","Anderson_Greg",222,99
"195","1","make orange juice apple","Anderson_Greg",223,40
"196","1","make apple orange","Anderson_Greg",224,38
"197","1","although apple juice orange juice","Anderson_Greg",225,49
"198","1","great metaphor ideal world stand today think crisis solved vantage point someone figuring money coming going","Anderson_Greg",226,233
"199","1","solved anytime soon needs community effort oars group","Anderson_Greg",227,138
"200","1","well documented throughout past four five_years enforcement judicial legal system arrest problem","Anderson_Greg",228,160
"201","1","need address prevention intervention standpoint","Anderson_Greg",229,74
"202","1","need provide support services individuals dealing addiction need able outreach provide education support community better understanding addiction substances drugs individual process also communicate fact individuals dealing choice","Anderson_Greg",230,393
"203","1","dealing afflicted disease points trying work constant basis stigma","Anderson_Greg",231,151
"204","1","need able remove stigma associated chemical_dependency addiction","Anderson_Greg",232,89
"205","1","similar effort needs done regards mental_health","Anderson_Greg",233,75
"206","1","stigma hard individual come addicted heroin","Anderson_Greg",234,93
"207","1","need help many signs reactions people_like","Anderson_Greg",235,98
"208","1","want","Anderson_Greg",237,37
"209","1","making choices want","Anderson_Greg",238,45
"210","1","time help type thing think progress made","Anderson_Greg",240,94
"211","1","just discussions experiences fortunately first hand experience","Anderson_Greg",241,102
"212","1","blessed family","Anderson_Greg",242,43
"213","1","listening others seen going others spouse child sibling understand fact choice","Anderson_Greg",243,184
"214","1","that that just amplifies importance support groups anon verne wagner involved mutual experiences people share","Anderson_Greg",244,188
"215","1","ends snowball like good things going grow passing information communication","Anderson_Greg",245,144
"216","1","need address things prevention intervention prevention","Anderson_Greg",246,78
"217","1","going solve just addressing thing","Anderson_Greg",247,59
"218","1","reactive instead proactive both come education around chemical_dependency school learned basically learned","Anderson_Greg",248,224
"219","1","younger days twin cities social active lifestyle relationships individuals started great sudden like","Anderson_Greg",250,205
"220","1","ended leaving relationship getting another relationship sudden thing starts happening","Anderson_Greg",252,121
"221","1","interesting piece established good friendship particular individual grad school part chemical_dependency group veteran hospital","Anderson_Greg",254,176
"222","1","listening stories individuals dynamics tied relationship addiction","Anderson_Greg",255,100
"223","1","hearing kind explained earlier life experiences basically work","Anderson_Greg",256,87
"224","1","matter child protection working elderly chemical_dependency addiction going part work","Anderson_Greg",257,146
"225","1","things working department standpoint substance_abuse prevention intervention initiative attempting substance disorder training core training function social workers employees coming department","Anderson_Greg",258,273
"226","1","getting much closer","Anderson_Greg",259,50
"227","1","wonderful training department within saintlouis_county","Anderson_Greg",260,64
"228","1","done work basically getting quarterly trainings","Anderson_Greg",261,79
"229","1","parental substance disorder addiction","Anderson_Greg",262,55
"230","1","sbir screening brief intervention referral training which brief intervention referral treatment which screening piece done anybody","Anderson_Greg",263,174
"231","1","need college education able","Anderson_Greg",266,56
"232","1","basically able open ended questions allow individual share able listen situation develop enlightenment risks involved","Anderson_Greg",267,203
"233","1","individual easy saying well need someone drive home night","Anderson_Greg",268,112
"234","1","phone numbers call","Anderson_Greg",269,45
"235","1","think really_good assessment possibly might eligible chemical_dependency treatment might good direction education just professionals everyone seem sorely lacking public education around substance","Anderson_Greg",270,326
"236","1","reminds education political gets disservice young growing sexual beings tough uncomfortable conversation conflicting values installed trust people make decisions health absolutely","Anderson_Greg",271,352
"237","1","part program call sappy program trying still work this basically able experiences school districts throughout saintlouis_county","Anderson_Greg",272,224
"238","1","worked trying provide support sbir training employment agencies sbir screening brief intervention referral treatment","Anderson_Greg",273,154
"239","1","referral treatment necessarily going chemical_dependency treatment referring services","Anderson_Greg",274,107
"240","1","find information sbir","Anderson_Greg",275,41
"241","1","best practice established necessarily substance_abuse","Anderson_Greg",276,78
"242","1","done sbir training years within saintlouis_county social workers probation officers public health nurses people contact human beings trying help trying expand professional personal toolbox thank","Anderson_Greg",279,284
"243","1","really appreciate heart seem","Anderson_Greg",281,55
"244","1","think_people buildings state jobs county jobs credit heart","Anderson_Greg",282,122
"245","1","even_though writing grants stuff heart contagious","Anderson_Greg",283,106
"246","1","basically energy commitment others work display regarding","Anderson_Greg",284,102
"247","1","take credit interview","Anderson_Greg",285,57
"248","1","situations talking someone really sure purpose intent little guarded concerned saying","Anderson_Greg",286,177
"249","1","matt johnson social workers fifteen minute radio piece kdal last wednesday","Anderson_Greg",287,108
"250","1","hanson radio person working with bouncing weather international news local news type thing went just conversation establish personal type atmosphere","Anderson_Greg",288,264
"251","1","things started often happen matt done interview felt really_good doing said communicated really_good work","Anderson_Greg",289,198
"252","1","really happy chance come here important","Anderson_Greg",290,72
"253","1","time chance share others experience read expansion extension","Anderson_Greg",291,139
"254","1","information card going start producing","Anderson_Greg",292,65
"255","1","enforcement raan rural aids action network basically individuals kind sides resources range treatment_center center alcohol_drug treatment united information referral","Anderson_Greg",293,241
"256","1","inside going risk reduction points always clean needle with harm_reduction safety points","Anderson_Greg",295,127
"257","1","blanking points","Anderson_Greg",296,38
"258","1","minnesota department overdose reports thank","Anderson_Greg",298,58
"259","2","janie bining colford narrator sullivan interviewer june 2016 chanhassen minnesota janie bining colford sullivan sullivan","Bining Colford_Janie",1,156
"260","2","janie bining colford home chanhassen","Bining Colford_Janie",2,55
"261","2","june think janie state name give_permission record interview sure","Bining Colford_Janie",3,141
"262","2","janie bining colford give_permission record","Bining Colford_Janie",4,66
"263","2","just start talking little childhood grew went college just_kind give little life background sure","Bining Colford_Janie",6,176
"264","2","grew country outside cincinnati ohio farm","Bining Colford_Janie",7,62
"265","2","mostly grain farm cows pigs chickens","Bining Colford_Janie",8,65
"266","2","although half brother affair father","Bining Colford_Janie",10,62
"267","2","went claremont northeastern high_school","Bining Colford_Janie",12,44
"268","2","horticulture degree worked horticulture field number years","Bining Colford_Janie",13,87
"269","2","moved minnesota worked think twenty maybe moved minnesota","Bining Colford_Janie",14,93
"270","2","worked landscape lawn care company roseville","Bining Colford_Janie",15,56
"271","2","decided horticulture wasn really_good year round thing minnesota","Bining Colford_Janie",18,76
"272","2","started working prudential came here actually maybe story","Bining Colford_Janie",19,88
"273","2","came minnesota college sort engaged although think kind fling came chemical_dependency training","Bining Colford_Janie",20,191
"274","2","treatment stayed","Bining Colford_Janie",21,44
"275","2","moved lasted maybe month","Bining Colford_Janie",22,40
"276","2","another lived with also treatment started dating","Bining Colford_Janie",23,88
"277","2","ended getting married kids","Bining Colford_Janie",24,47
"278","2","husband father older boys","Bining Colford_Janie",25,48
"279","2","recovery number years although drinks smokes","Bining Colford_Janie",26,75
"280","2","know else want know","Bining Colford_Janie",28,40
"281","2","twenty five twenty oldest","Bining Colford_Janie",29,56
"282","2","three children second husband long married older father think married 1989","Bining Colford_Janie",31,151
"283","2","split 1983 mean","Bining Colford_Janie",33,50
"284","2","laughs single parenting boys while probably year_half week every weekend","Bining Colford_Janie",35,170
"285","2","switched week week","Bining Colford_Janie",36,68
"286","2","moved town","Bining Colford_Janie",37,39
"287","2","able make work school district everything","Bining Colford_Janie",38,70
"288","2","recording resumes break week week boys worked well part","Bining Colford_Janie",40,109
"289","2","although different parenting styles house sure biggest challenges","Bining Colford_Janie",41,92
"290","2","fact boys stepmother controlling much wanted real made little difficult","Bining Colford_Janie",42,133
"291","2","anyways pretty_much high_school","Bining Colford_Janie",43,70
"292","2","probably least older","Bining Colford_Janie",44,41
"293","2","chance substance_abuse disorder when high_school started using","Bining Colford_Janie",45,98
"294","2","started become aware high_school","Bining Colford_Janie",47,75
"295","2","think senior_year husband current husband fellowship mayo clinic jacksonville florida","Bining Colford_Janie",48,128
"296","2","moved jacksonville beach year","Bining Colford_Janie",50,41
"297","2","chance going stay finish high_school","Bining Colford_Janie",51,65
"298","2","never quite made senior_year","Bining Colford_Janie",52,67
"299","2","shouldn didn make senior_year","Bining Colford_Janie",53,52
"300","2","didn make back champlin park high senior_year","Bining Colford_Janie",54,64
"301","2","went alternative sober high_school","Bining Colford_Janie",55,45
"302","2","january senior_year 2008 moved jacksonville beach live husband","Bining Colford_Janie",56,120
"303","2","went public school finished high_school","Bining Colford_Janie",58,91
"304","2","first started noticing problems high_school approach mother towards problems knew smoking weed","Bining Colford_Janie",59,184
"305","2","know drinking alcohol_drugs apparently","Bining Colford_Janie",60,90
"306","2","didn_really think deal","Bining Colford_Janie",61,39
"307","2","side conversation recording resumes break saying weren concerned smoking","Bining Colford_Janie",62,121
"308","2","seemed kind within normal teen parameters except couple times trouble police","Bining Colford_Janie",63,133
"309","2","smoking weed public park picked","Bining Colford_Janie",64,57
"310","2","thought right thing time send assessment just outpatient treatment","Bining Colford_Janie",65,132
"311","2","probably didn eyes wide open time according many things besides marijuana obvious","Bining Colford_Janie",68,151
"312","2","earlier said came florida live","Bining Colford_Janie",69,60
"313","2","really came right senior_year started picked","Bining Colford_Janie",70,90
"314","2","went_back treatment time back anthony louis time inpatient","Bining Colford_Janie",71,87
"315","2","florida anthony louis around here anoka think okay never heard belay house plymouth part whole group","Bining Colford_Janie",72,226
"316","2","anyway went anthony louis center","Bining Colford_Janie",73,55
"317","2","like three around","Bining Colford_Janie",76,43
"318","2","existence","Bining Colford_Janie",77,39
"319","2","went_back anthony louis center third time probably within like year_half period","Bining Colford_Janie",79,97
"320","2","went right belay house halfway house transitional house plymouth","Bining Colford_Janie",80,101
"321","2","going sober high_school kicked","Bining Colford_Janie",81,63
"322","2","imagine that addict attitude teenager attitude","Bining Colford_Janie",83,80
"323","2","imagine kicked","Bining Colford_Janie",84,40
"324","2","back house florida florida winter","Bining Colford_Janie",85,111
"325","2","took around homeless centers night","Bining Colford_Janie",86,58
"326","2","guess playing tough love card","Bining Colford_Janie",89,42
"327","2","laughs ended couch surfing days","Bining Colford_Janie",91,52
"328","2","bought ticket come florida experience immediately enrolled high_school","Bining Colford_Janie",92,158
"329","2","come find needed like class","Bining Colford_Janie",93,45
"330","2","january senior_year school maybe cumulatively three weeks whole senior_year","Bining Colford_Janie",94,129
"331","2","needed class finish school florida","Bining Colford_Janie",95,55
"332","2","made take full load local little pizza shop","Bining Colford_Janie",96,88
"333","2","again kind eyes half closed drugs drinking","Bining Colford_Janie",97,78
"334","2","keeping relatively secret became obvious","Bining Colford_Janie",98,62
"335","2","couple months moved_back","Bining Colford_Janie",99,47
"336","2","boss caught sneaking beer work","Bining Colford_Janie",100,60
"337","2","confronted addressed kept","Bining Colford_Janie",101,65
"338","2","better sneaking beer guess","Bining Colford_Janie",102,42
"339","2","rambling much","Bining Colford_Janie",103,38
"340","2","point start worse came_back here this 2008","Bining Colford_Janie",104,81
"341","2","graduated neptune fletcher high_school something","Bining Colford_Janie",105,72
"342","2","july year moved_back minnesota","Bining Colford_Janie",108,55
"343","2","started community college","Bining Colford_Janie",110,45
"344","2","living living husband","Bining Colford_Janie",112,75
"345","2","pregnant twins","Bining Colford_Janie",113,36
"346","2","went sure using drinking little","Bining Colford_Janie",114,65
"347","2","august 2001 went york stepmom brother cousin wedding","Bining Colford_Janie",119,117
"348","2","talking cousins","Bining Colford_Janie",120,48
"349","2","apparently told cousins using heroin","Bining Colford_Janie",121,62
"350","2","uncle cousin overheard told husband","Bining Colford_Janie",122,66
"351","2","john cousin husband brother called tell","Bining Colford_Janie",123,79
"352","2","just weren sure address","Bining Colford_Janie",124,40
