"","word1","word2","n","p","p1","p2","p_together"
"315","daughter","daughter",77,0.000288933834151979,0.000617625487345111,0.000617625487345111,757.439555769246
"316","month","month",77,0.000288933834151979,0.000604758289692088,0.000604758289692088,790.013914211111
"317","looked","looked",76,0.00028518144669546,0.000566156696733019,0.000566156696733019,889.70897266702
"318","degree","degree",75,0.000281429059238941,0.000579023894386042,0.000579023894386042,839.413533666351
"319","white","white",75,0.000281429059238941,0.000514687906120926,0.000514687906120926,1062.38275354648
"320","sitting","sitting",75,0.000281429059238941,0.000579023894386042,0.000579023894386042,839.413533666351
"321","california","california",75,0.000281429059238941,0.000553289499079995,0.000553289499079995,919.314443306847
"322","eden","eden",75,0.000281429059238941,0.000514687906120926,0.000514687906120926,1062.38275354648
"323","leave","leave",75,0.000281429059238941,0.000566156696733019,0.000566156696733019,878.002275658244
"324","issues","issues",74,0.000277676671782422,0.000566156696733019,0.000566156696733019,866.295578649467
"325","younger","younger",74,0.000277676671782422,0.000604758289692088,0.000604758289692088,759.234151319769
"326","client","client",74,0.000277676671782422,0.000566156696733019,0.000566156696733019,866.295578649467
"327","exchange","exchange",74,0.000277676671782422,0.000527555103773949,0.000527555103773949,997.708649771189
"328","chemical","chemical",73,0.000273924284325902,0.000476086313161856,0.000476086313161856,1208.53475153862
"329","minneapolis","minneapolis",73,0.000273924284325902,0.000566156696733019,0.000566156696733019,854.588881640691
"330","stayed","stayed",73,0.000273924284325902,0.000630492684998134,0.000630492684998134,689.0812473371
"331","seen","seen",73,0.000273924284325902,0.000527555103773949,0.000527555103773949,984.226100449957
"332","huge","huge",73,0.000273924284325902,0.000566156696733019,0.000566156696733019,854.588881640691
"333","lost","lost",73,0.000273924284325902,0.000540422301426972,0.000540422301426972,937.916142208831
"334","summer","summer",72,0.000270171896869383,0.000591891092039065,0.000591891092039065,771.18143168591
"335","involved","involved",72,0.000270171896869383,0.000566156696733019,0.000566156696733019,842.882184631914
"336","sense","sense",72,0.000270171896869383,0.000566156696733019,0.000566156696733019,842.882184631914
"337","folks","folks",72,0.000270171896869383,0.000501820708467903,0.000501820708467903,1072.85990101735
"338","pick","pick",72,0.000270171896869383,0.000540422301426972,0.000540422301426972,925.067975877203
"339","patients","patients",72,0.000270171896869383,0.000566156696733019,0.000566156696733019,842.882184631914
"340","stigma","stigma",71,0.000266419509412864,0.000540422301426972,0.000540422301426972,912.219809545575
"341","parent","parent",71,0.000266419509412864,0.000566156696733019,0.000566156696733019,831.175487623138
"342","spent","spent",71,0.000266419509412864,0.000579023894386042,0.000579023894386042,794.644811870812
"343","outside","outside",71,0.000266419509412864,0.000501820708467903,0.000501820708467903,1057.95906905877
"344","real","real",71,0.000266419509412864,0.000540422301426972,0.000540422301426972,912.219809545575
"345","insurance","insurance",71,0.000266419509412864,0.000527555103773949,0.000527555103773949,957.261001807492
"346","realize","realize",71,0.000266419509412864,0.000514687906120926,0.000514687906120926,1005.722340024
"347","about","about",70,0.000262667121956345,0.000463219115508833,0.000463219115508833,1224.14473659676
"348","meetings","meetings",69,0.000258914734499825,0.000514687906120926,0.000514687906120926,977.392133262757
"349","either","either",69,0.000258914734499825,0.000553289499079995,0.000553289499079995,845.769287842299
"350","office","office",69,0.000258914734499825,0.000501820708467903,0.000501820708467903,1028.15740514162
"351","saintpaul","saintpaul",69,0.000258914734499825,0.00048895351081488,0.00048895351081488,1082.98297314433
"352","doing","doing",69,0.000258914734499825,0.00045035191785581,0.00045035191785581,1276.59380671054
"353","lots","lots",69,0.000258914734499825,0.000501820708467903,0.000501820708467903,1028.15740514162
"354","often","often",69,0.000258914734499825,0.000540422301426972,0.000540422301426972,886.52347688232
"355","jail","jail",68,0.000255162347043306,0.00048895351081488,0.00048895351081488,1067.28756773644
"356","graduated","graduated",68,0.000255162347043306,0.000527555103773949,0.000527555103773949,916.813353843795
"357","helped","helped",68,0.000255162347043306,0.000501820708467903,0.000501820708467903,1013.25657318305
"358","places","places",68,0.000255162347043306,0.000514687906120926,0.000514687906120926,963.227029882137
"359","chance","chance",67,0.000251409959586787,0.000514687906120926,0.000514687906120926,949.061926501518
"360","small","small",67,0.000251409959586787,0.00045035191785581,0.00045035191785581,1239.59108767545
"361","business","business",67,0.000251409959586787,0.00048895351081488,0.00048895351081488,1051.59216232855
"362","nobody","nobody",67,0.000251409959586787,0.000514687906120926,0.000514687906120926,949.061926501518
"363","cocaine","cocaine",67,0.000251409959586787,0.000540422301426972,0.000540422301426972,860.827144219064
"364","city","city",66,0.000247657572130268,0.000463219115508833,0.000463219115508833,1154.19360879123
"365","wouldn","wouldn",66,0.000247657572130268,0.00048895351081488,0.00048895351081488,1035.89675692066
"366","absolutely","absolutely",66,0.000247657572130268,0.000604758289692088,0.000604758289692088,677.154783609523
"367","reduction","harm",66,0.000247657572130268,0.000874969440405574,0.000952172626323713,297.264490658473
"368","harm","reduction",66,0.000247657572130268,0.000952172626323713,0.000874969440405574,297.264490658473
"369","fact","fact",66,0.000247657572130268,0.000579023894386042,0.000579023894386042,738.683909626389
"370","opiate","opiate",66,0.000247657572130268,0.000476086313161856,0.000476086313161856,1092.64785755547
"371","full","full",65,0.000243905184673749,0.000437484720202787,0.000437484720202787,1274.36916227028
"372","changed","changed",65,0.000243905184673749,0.00048895351081488,0.00048895351081488,1020.20135151277
"373","meet","meet",65,0.000243905184673749,0.00048895351081488,0.00048895351081488,1020.20135151277
"374","percent","percent",65,0.000243905184673749,0.000437484720202787,0.000437484720202787,1274.36916227028
"375","middle","middle",64,0.000240152797217229,0.00045035191785581,0.00045035191785581,1184.08700912282
"376","anybody","anybody",64,0.000240152797217229,0.00048895351081488,0.00048895351081488,1004.50594610489
"377","door","door",64,0.000240152797217229,0.000476086313161856,0.000476086313161856,1059.53731641742
"378","opiates","opiates",64,0.000240152797217229,0.000514687906120926,0.000514687906120926,906.566616359659
"379","families","families",63,0.00023640040976071,0.000476086313161856,0.000476086313161856,1042.9820458484
"380","exactly","exactly",63,0.00023640040976071,0.000501820708467903,0.000501820708467903,938.752413390179
"381","weren","weren",63,0.00023640040976071,0.000463219115508833,0.000463219115508833,1101.73026293709
"382","feeling","feeling",63,0.00023640040976071,0.00048895351081488,0.00048895351081488,988.810540696996
"383","access","access",63,0.00023640040976071,0.000437484720202787,0.000437484720202787,1235.1578034312
"384","fucking","fucking",63,0.00023640040976071,0.000437484720202787,0.000437484720202787,1235.1578034312
"385","things","like",62,0.000232648022304191,0.00553289499079995,0.0137292998957757,3.06265830160082
"386","head","head",62,0.000232648022304191,0.000463219115508833,0.000463219115508833,1084.2424809857
"387","like","things",62,0.000232648022304191,0.0137292998957757,0.00553289499079995,3.06265830160082
"388","loved","loved",62,0.000232648022304191,0.00048895351081488,0.00048895351081488,973.115135289107
"389","control","control",62,0.000232648022304191,0.00048895351081488,0.00048895351081488,973.115135289107
"390","within","within",62,0.000232648022304191,0.00045035191785581,0.00045035191785581,1147.08429008773
"391","individual","individual",62,0.000232648022304191,0.00045035191785581,0.00045035191785581,1147.08429008773
"392","health","mental",62,0.000232648022304191,0.00182714206672929,0.00114518059111906,111.186758613505
"393","mental","health",62,0.000232648022304191,0.00114518059111906,0.00182714206672929,111.186758613505
"394","side","side",62,0.000232648022304191,0.000463219115508833,0.000463219115508833,1084.2424809857
"395","childhood","childhood",61,0.000228895634847672,0.000437484720202787,0.000437484720202787,1195.94644459211
"396","show","show",61,0.000228895634847672,0.00045035191785581,0.00045035191785581,1128.58293057019
"397","mind","mind",61,0.000228895634847672,0.000501820708467903,0.000501820708467903,908.950749473031
"398","brought","brought",61,0.000228895634847672,0.000476086313161856,0.000476086313161856,1009.87150471036
"399","outpatient","outpatient",61,0.000228895634847672,0.000437484720202787,0.000437484720202787,1195.94644459211
"400","alone","alone",61,0.000228895634847672,0.000437484720202787,0.000437484720202787,1195.94644459211
"401","process","process",61,0.000228895634847672,0.000514687906120926,0.000514687906120926,864.0713062178
"402","thousand","thousand",61,0.000228895634847672,0.000411750324896741,0.000411750324896741,1350.11141596531
"403","saintlouis","saintlouis",60,0.000225143247391153,0.000411750324896741,0.000411750324896741,1327.97844193309
"404","kept","kept",60,0.000225143247391153,0.000501820708467903,0.000501820708467903,894.049917514456
"405","type","type",60,0.000225143247391153,0.000411750324896741,0.000411750324896741,1327.97844193309
"406","happens","happens",60,0.000225143247391153,0.000514687906120926,0.000514687906120926,849.90620283718
"407","continue","continue",60,0.000225143247391153,0.000424617522549764,0.000424617522549764,1248.71434760284
"408","issue","issue",60,0.000225143247391153,0.000463219115508833,0.000463219115508833,1049.26691708294
"409","hazelden","hazelden",60,0.000225143247391153,0.000463219115508833,0.000463219115508833,1049.26691708294
"410","overdose","overdose",60,0.000225143247391153,0.000463219115508833,0.000463219115508833,1049.26691708294
"411","trauma","trauma",60,0.000225143247391153,0.000437484720202787,0.000437484720202787,1176.34076517257
"412","needles","needles",60,0.000225143247391153,0.00045035191785581,0.00045035191785581,1110.08157105264
"413","versus","versus",60,0.000225143247391153,0.000386015929590694,0.000386015929590694,1510.94436059943
"414","ways","ways",59,0.000221390859934633,0.000437484720202787,0.000437484720202787,1156.73508575302
"415","supposed","supposed",59,0.000221390859934633,0.00045035191785581,0.00045035191785581,1091.5802115351
"416","reason","reason",59,0.000221390859934633,0.000501820708467903,0.000501820708467903,879.149085555882
"417","seven","seven",59,0.000221390859934633,0.000424617522549764,0.000424617522549764,1227.90244180946
"418","human","human",59,0.000221390859934633,0.000398883127243718,0.000398883127243718,1391.45240284131
"419","quickly","quickly",59,0.000221390859934633,0.000463219115508833,0.000463219115508833,1031.77913513156
"420","level","level",59,0.000221390859934633,0.000398883127243718,0.000398883127243718,1391.45240284131
"421","piece","piece",59,0.000221390859934633,0.000437484720202787,0.000437484720202787,1156.73508575302
"422","naloxone","naloxone",59,0.000221390859934633,0.000437484720202787,0.000437484720202787,1156.73508575302
"423","fifteen","fifteen",58,0.000217638472478114,0.000437484720202787,0.000437484720202787,1137.12940633348
"424","team","team",58,0.000217638472478114,0.000411750324896741,0.000411750324896741,1283.71249386866
"425","interested","interested",58,0.000217638472478114,0.000398883127243718,0.000398883127243718,1367.8684638101
"426","makes","makes",58,0.000217638472478114,0.000398883127243718,0.000398883127243718,1367.8684638101
"427","giving","giving",58,0.000217638472478114,0.000398883127243718,0.000398883127243718,1367.8684638101
"428","forty","forty",58,0.000217638472478114,0.000398883127243718,0.000398883127243718,1367.8684638101
"429","primary","primary",58,0.000217638472478114,0.000424617522549764,0.000424617522549764,1207.09053601607
"430","prison","prison",58,0.000217638472478114,0.000463219115508833,0.000463219115508833,1014.29135318017
"431","street","street",58,0.000217638472478114,0.000411750324896741,0.000411750324896741,1283.71249386866
"432","permission","permission",57,0.000213886085021595,0.000386015929590694,0.000386015929590694,1435.39714256946
"433","amount","amount",57,0.000213886085021595,0.000386015929590694,0.000386015929590694,1435.39714256946
"434","ready","ready",57,0.000213886085021595,0.000424617522549764,0.000424617522549764,1186.27863022269
"435","completely","completely",57,0.000213886085021595,0.000373148731937671,0.000373148731937671,1536.09682320156
"436","drink","drink",57,0.000213886085021595,0.00045035191785581,0.00045035191785581,1054.57749250001
"437","practice","practice",57,0.000213886085021595,0.00045035191785581,0.00045035191785581,1054.57749250001
"438","like","just",56,0.000210133697565076,0.0137292998957757,0.0159681922874017,0.958498764037167
"439","just","like",56,0.000210133697565076,0.0159681922874017,0.0137292998957757,0.958498764037167
"440","baby","baby",56,0.000210133697565076,0.000424617522549764,0.000424617522549764,1165.46672442931
"441","running","running",56,0.000210133697565076,0.000411750324896741,0.000411750324896741,1239.44654580422
"442","happening","happening",56,0.000210133697565076,0.000463219115508833,0.000463219115508833,979.315789277409
"443","intervention","intervention",56,0.000210133697565076,0.000386015929590694,0.000386015929590694,1410.21473655947
"444","withdrawal","withdrawal",56,0.000210133697565076,0.00045035191785581,0.00045035191785581,1036.07613298247
"445","sick","sick",56,0.000210133697565076,0.000424617522549764,0.000424617522549764,1165.46672442931
"446","federal","federal",56,0.000210133697565076,0.000373148731937671,0.000373148731937671,1509.14775612785
"447","board","board",56,0.000210133697565076,0.000398883127243718,0.000398883127243718,1320.70058574768
"448","death","death",56,0.000210133697565076,0.000437484720202787,0.000437484720202787,1097.9180474944
"449","brain","brain",56,0.000210133697565076,0.000424617522549764,0.000424617522549764,1165.46672442931
"450","terms","terms",56,0.000210133697565076,0.000373148731937671,0.000373148731937671,1509.14775612785
"451","record","record",55,0.000206381310108557,0.000386015929590694,0.000386015929590694,1385.03233054948
"452","dean","dean",55,0.000206381310108557,0.000437484720202787,0.000437484720202787,1078.31236807485
"453","dependency","dependency",55,0.000206381310108557,0.000360281534284648,0.000360281534284648,1589.96058353894
"454","crazy","crazy",55,0.000206381310108557,0.000437484720202787,0.000437484720202787,1078.31236807485
"455","patient","patient",55,0.000206381310108557,0.000386015929590694,0.000386015929590694,1385.03233054948
"456","service","service",55,0.000206381310108557,0.000373148731937671,0.000373148731937671,1482.19868905414
"457","conversation","conversation",55,0.000206381310108557,0.000424617522549764,0.000424617522549764,1144.65481863593
"458","disorder","disorder",55,0.000206381310108557,0.000373148731937671,0.000373148731937671,1482.19868905414
"459","prevention","prevention",55,0.000206381310108557,0.000386015929590694,0.000386015929590694,1385.03233054948
"460","director","director",54,0.000202628922652037,0.000373148731937671,0.000373148731937671,1455.24962198043
"461","housing","housing",54,0.000202628922652037,0.000398883127243718,0.000398883127243718,1273.53270768526
"462","problems","problems",54,0.000202628922652037,0.000373148731937671,0.000373148731937671,1455.24962198043
"463","nine","nine",54,0.000202628922652037,0.000347414336631625,0.000347414336631625,1678.8270673327
"464","town","town",54,0.000202628922652037,0.000398883127243718,0.000398883127243718,1273.53270768526
"465","without","without",53,0.000198876535195518,0.000360281534284648,0.000360281534284648,1532.14383504662
"466","walk","walk",53,0.000198876535195518,0.000398883127243718,0.000398883127243718,1249.94876865406
"467","case","case",53,0.000198876535195518,0.000424617522549764,0.000424617522549764,1103.03100704917
"468","learn","learn",53,0.000198876535195518,0.000398883127243718,0.000398883127243718,1249.94876865406
"469","aids","aids",53,0.000198876535195518,0.000347414336631625,0.000347414336631625,1647.73767719691
"470","term","term",53,0.000198876535195518,0.000386015929590694,0.000386015929590694,1334.6675185295
"471","throughout","throughout",53,0.000198876535195518,0.000347414336631625,0.000347414336631625,1647.73767719691
"472","behind","behind",53,0.000198876535195518,0.000347414336631625,0.000347414336631625,1647.73767719691
"473","unclear","unclear",53,0.000198876535195518,0.000463219115508833,0.000463219115508833,926.852443423262
"474","sent","sent",52,0.000195124147738999,0.000373148731937671,0.000373148731937671,1401.351487833
"475","hope","hope",52,0.000195124147738999,0.000398883127243718,0.000398883127243718,1226.36482962285
"476","dollars","dollars",52,0.000195124147738999,0.000386015929590694,0.000386015929590694,1309.48511251951
"477","matter","matter",52,0.000195124147738999,0.000463219115508833,0.000463219115508833,909.36466147188
"478","trans","trans",52,0.000195124147738999,0.000360281534284648,0.000360281534284648,1503.23546080045
"479","student","student",51,0.00019137176028248,0.000360281534284648,0.000360281534284648,1474.32708655429
"480","spend","spend",51,0.00019137176028248,0.000386015929590694,0.000386015929590694,1284.30270650952
"481","lake","lake",51,0.00019137176028248,0.000373148731937671,0.000373148731937671,1374.40242075929
"482","crisis","crisis",51,0.00019137176028248,0.000398883127243718,0.000398883127243718,1202.78089059164
"483","helping","helping",51,0.00019137176028248,0.000373148731937671,0.000373148731937671,1374.40242075929
"484","provide","provide",51,0.00019137176028248,0.000347414336631625,0.000347414336631625,1585.55889692533
"485","lives","lives",51,0.00019137176028248,0.000424617522549764,0.000424617522549764,1061.40719546241
"486","laughter","laughter",51,0.00019137176028248,0.000437484720202787,0.000437484720202787,999.889650396683
"487","fine","fine",51,0.00019137176028248,0.000527555103773949,0.000527555103773949,687.610015382847
"488","residential","residential",51,0.00019137176028248,0.000347414336631625,0.000347414336631625,1585.55889692533
"489","jobs","jobs",50,0.000187619372825961,0.000398883127243718,0.000398883127243718,1179.19695156043
"490","junior","junior",50,0.000187619372825961,0.000373148731937671,0.000373148731937671,1347.45335368558
"491","kicked","kicked",50,0.000187619372825961,0.000424617522549764,0.000424617522549764,1040.59528966903
"492","individuals","individuals",50,0.000187619372825961,0.000347414336631625,0.000347414336631625,1554.46950678954
"493","dead","dead",50,0.000187619372825961,0.000386015929590694,0.000386015929590694,1259.12030049953
"494","available","available",50,0.000187619372825961,0.000347414336631625,0.000347414336631625,1554.46950678954
"495","starting","starting",50,0.000187619372825961,0.000347414336631625,0.000347414336631625,1554.46950678954
"496","heart","heart",50,0.000187619372825961,0.000373148731937671,0.000373148731937671,1347.45335368558
"497","because","because",50,0.000187619372825961,0.000347414336631625,0.000347414336631625,1554.46950678954
"498","fuck","fuck",50,0.000187619372825961,0.000373148731937671,0.000373148731937671,1347.45335368558
"499","kind","just",49,0.000183866985369441,0.00527555103773949,0.0159681922874017,2.18263026481512
"500","know","didn",49,0.000183866985369441,0.0114904075041497,0.00329400259917393,4.85785320304006
"501","didn","know",49,0.000183866985369441,0.00329400259917393,0.0114904075041497,4.85785320304006
"502","just","kind",49,0.000183866985369441,0.0159681922874017,0.00527555103773949,2.18263026481512
"503","caught","caught",49,0.000183866985369441,0.000386015929590694,0.000386015929590694,1233.93789448954
"504","girlfriend","girlfriend",49,0.000183866985369441,0.000411750324896741,0.000411750324896741,1084.51572757869
"505","anyone","anyone",49,0.000183866985369441,0.000347414336631625,0.000347414336631625,1523.38011665375
"506","river","river",49,0.000183866985369441,0.000360281534284648,0.000360281534284648,1416.51033806197
"507","gets","gets",49,0.000183866985369441,0.000360281534284648,0.000360281534284648,1416.51033806197
"508","research","research",49,0.000183866985369441,0.000360281534284648,0.000360281534284648,1416.51033806197
"509","farm","farm",48,0.000180114597912922,0.000321679941325579,0.000321679941325579,1740.60790341054
"510","ones","ones",48,0.000180114597912922,0.000347414336631625,0.000347414336631625,1492.29072651796
"511","decision","decision",48,0.000180114597912922,0.000334547138978602,0.000334547138978602,1609.28985152602
"512","particular","particular",48,0.000180114597912922,0.000347414336631625,0.000347414336631625,1492.29072651796
"513","difficult","difficult",48,0.000180114597912922,0.000373148731937671,0.000373148731937671,1293.55521953816
"514","understanding","understanding",48,0.000180114597912922,0.000347414336631625,0.000347414336631625,1492.29072651796
"515","eighteen","eighteen",48,0.000180114597912922,0.000347414336631625,0.000347414336631625,1492.29072651796
"516","information","information",48,0.000180114597912922,0.000347414336631625,0.000347414336631625,1492.29072651796
"517","graduate","graduate",47,0.000176362210456403,0.000308812743672556,0.000308812743672556,1849.33294135868
"518","trouble","trouble",47,0.000176362210456403,0.000373148731937671,0.000373148731937671,1266.60615246445
"519","smoke","smoke",47,0.000176362210456403,0.000347414336631625,0.000347414336631625,1461.20133638217
"520","alcoholic","alcoholic",47,0.000176362210456403,0.000386015929590694,0.000386015929590694,1183.57308246955
"521","totally","totally",47,0.000176362210456403,0.000334547138978602,0.000334547138978602,1575.76297961923
"522","park","park",47,0.000176362210456403,0.000334547138978602,0.000334547138978602,1575.76297961923
"523","valhalla","valhalla",47,0.000176362210456403,0.000347414336631625,0.000347414336631625,1461.20133638217
"524","raised","raised",47,0.000176362210456403,0.000347414336631625,0.000347414336631625,1461.20133638217
"525","towards","towards",47,0.000176362210456403,0.000321679941325579,0.000321679941325579,1704.34523875616
"526","turn","turn",47,0.000176362210456403,0.000308812743672556,0.000308812743672556,1849.33294135868
"527","known","known",47,0.000176362210456403,0.000334547138978602,0.000334547138978602,1575.76297961923
"528","field","field",47,0.000176362210456403,0.000373148731937671,0.000373148731937671,1266.60615246445
"529","surgery","surgery",47,0.000176362210456403,0.000347414336631625,0.000347414336631625,1461.20133638217
"530","taken","taken",46,0.000172609822999884,0.000321679941325579,0.000321679941325579,1668.08257410177
"531","sleep","sleep",46,0.000172609822999884,0.000347414336631625,0.000347414336631625,1430.11194624638
"532","adult","adult",46,0.000172609822999884,0.000347414336631625,0.000347414336631625,1430.11194624638
"533","liked","liked",46,0.000172609822999884,0.000360281534284648,0.000360281534284648,1329.78521532348
"534","nice","nice",46,0.000172609822999884,0.000347414336631625,0.000347414336631625,1430.11194624638
"535","professional","professional",46,0.000172609822999884,0.000308812743672556,0.000308812743672556,1809.98543196807
"536","resources","resources",46,0.000172609822999884,0.000373148731937671,0.000373148731937671,1239.65708539073
"537","woman","woman",46,0.000172609822999884,0.000347414336631625,0.000347414336631625,1430.11194624638
"538","science","science",46,0.000172609822999884,0.000308812743672556,0.000308812743672556,1809.98543196807
"539","earth","earth",46,0.000172609822999884,0.000360281534284648,0.000360281534284648,1329.78521532348
"540","question","question",46,0.000172609822999884,0.000373148731937671,0.000373148731937671,1239.65708539073
"541","works","works",46,0.000172609822999884,0.000360281534284648,0.000360281534284648,1329.78521532348
"542","interview","interview",45,0.000168857435543364,0.000334547138978602,0.000334547138978602,1508.70923580565
"543","feel","like",45,0.000168857435543364,0.00176280607846417,0.0137292998957757,6.97697646997596
"544","like","feel",45,0.000168857435543364,0.0137292998957757,0.00176280607846417,6.97697646997596
"545","necessarily","necessarily",45,0.000168857435543364,0.000308812743672556,0.000308812743672556,1770.63792257746
"546","numbers","numbers",45,0.000168857435543364,0.000321679941325579,0.000321679941325579,1631.81990944739
"547","stories","stories",45,0.000168857435543364,0.000360281534284648,0.000360281534284648,1300.87684107732
"548","instead","instead",45,0.000168857435543364,0.000321679941325579,0.000321679941325579,1631.81990944739
"549","realized","realized",45,0.000168857435543364,0.000373148731937671,0.000373148731937671,1212.70801831702
"550","narrator","narrator",44,0.000165105048086845,0.000283078348366509,0.000283078348366509,2060.37867354468
"551","hold","hold",44,0.000165105048086845,0.000334547138978602,0.000334547138978602,1475.18236389885
"552","worried","worried",44,0.000165105048086845,0.000386015929590694,0.000386015929590694,1108.02586443958
"553","play","play",44,0.000165105048086845,0.000308812743672556,0.000308812743672556,1731.29041318685
"554","positive","positive",44,0.000165105048086845,0.000321679941325579,0.000321679941325579,1595.557244793
"555","weird","weird",44,0.000165105048086845,0.000321679941325579,0.000321679941325579,1595.557244793
"556","response","response",44,0.000165105048086845,0.000360281534284648,0.000360281534284648,1271.96846683115
"557","somewhere","somewhere",44,0.000165105048086845,0.000321679941325579,0.000321679941325579,1595.557244793
"558","turned","turned",44,0.000165105048086845,0.000334547138978602,0.000334547138978602,1475.18236389885
"559","situation","situation",44,0.000165105048086845,0.000334547138978602,0.000334547138978602,1475.18236389885
"560","senior","senior",44,0.000165105048086845,0.000308812743672556,0.000308812743672556,1731.29041318685
"561","lose","lose",44,0.000165105048086845,0.000334547138978602,0.000334547138978602,1475.18236389885
"562","cool","cool",44,0.000165105048086845,0.000347414336631625,0.000347414336631625,1367.93316597479
"563","active","active",44,0.000165105048086845,0.000295945546019532,0.000295945546019532,1885.11016634334
"564","weed","weed",44,0.000165105048086845,0.000347414336631625,0.000347414336631625,1367.93316597479
"565","mostly","mostly",43,0.000161352660630326,0.000308812743672556,0.000308812743672556,1691.94290379624
"566","answer","answer",43,0.000161352660630326,0.000321679941325579,0.000321679941325579,1559.29458013861
"567","picture","picture",43,0.000161352660630326,0.000347414336631625,0.000347414336631625,1336.843775839
"568","pain","pain",43,0.000161352660630326,0.000321679941325579,0.000321679941325579,1559.29458013861
"569","less","less",43,0.000161352660630326,0.000295945546019532,0.000295945546019532,1842.2667534719
"570","self","self",43,0.000161352660630326,0.000295945546019532,0.000295945546019532,1842.2667534719
"571","share","share",43,0.000161352660630326,0.000321679941325579,0.000321679941325579,1559.29458013861
"572","free","free",43,0.000161352660630326,0.000295945546019532,0.000295945546019532,1842.2667534719
"573","hour","hour",43,0.000161352660630326,0.000295945546019532,0.000295945546019532,1842.2667534719
"574","minutes","minutes",43,0.000161352660630326,0.000321679941325579,0.000321679941325579,1559.29458013861
"575","growing","growing",42,0.000157600273173807,0.000334547138978602,0.000334547138978602,1408.12862008527
"576","horrible","horrible",42,0.000157600273173807,0.000308812743672556,0.000308812743672556,1652.59539440563
"577","thank","thank",42,0.000157600273173807,0.000398883127243718,0.000398883127243718,990.525439310762
"578","waiting","waiting",42,0.000157600273173807,0.000283078348366509,0.000283078348366509,1966.72509747447
"579","stand","stand",42,0.000157600273173807,0.000308812743672556,0.000308812743672556,1652.59539440563
"580","stopped","stopped",42,0.000157600273173807,0.000334547138978602,0.000334547138978602,1408.12862008527
"581","somehow","somehow",42,0.000157600273173807,0.000334547138978602,0.000334547138978602,1408.12862008527
"582","period","period",42,0.000157600273173807,0.000334547138978602,0.000334547138978602,1408.12862008527
"583","country","country",42,0.000157600273173807,0.000321679941325579,0.000321679941325579,1523.03191548423
"584","picked","picked",42,0.000157600273173807,0.000321679941325579,0.000321679941325579,1523.03191548423
"585","beer","beer",42,0.000157600273173807,0.000308812743672556,0.000308812743672556,1652.59539440563
"586","attention","attention",42,0.000157600273173807,0.000360281534284648,0.000360281534284648,1214.15171833883
"587","legal","legal",42,0.000157600273173807,0.000295945546019532,0.000295945546019532,1799.42334060046
"588","medications","medications",42,0.000157600273173807,0.000308812743672556,0.000308812743672556,1652.59539440563
"589","going","just",41,0.000153847885717288,0.011696282666598,0.0159681922874017,0.823735765958155
"590","come","back",41,0.000153847885717288,0.0036671513311116,0.00642073162885855,6.53398573827409
"591","back","come",41,0.000153847885717288,0.00642073162885855,0.0036671513311116,6.53398573827409
"592","just","going",41,0.000153847885717288,0.0159681922874017,0.011696282666598,0.823735765958155
"593","must","must",41,0.000153847885717288,0.000308812743672556,0.000308812743672556,1613.24788501502
"594","christmas","christmas",41,0.000153847885717288,0.000308812743672556,0.000308812743672556,1613.24788501502
"595","several","several",41,0.000153847885717288,0.000295945546019532,0.000295945546019532,1756.57992772902
"596","disease","disease",41,0.000153847885717288,0.000295945546019532,0.000295945546019532,1756.57992772902
"597","easy","easy",41,0.000153847885717288,0.000347414336631625,0.000347414336631625,1274.66499556742
"598","speak","speak",41,0.000153847885717288,0.000334547138978602,0.000334547138978602,1374.60174817848
"599","seventeen","seventeen",41,0.000153847885717288,0.000321679941325579,0.000321679941325579,1486.76925082984
"600","quit","quit",41,0.000153847885717288,0.000308812743672556,0.000308812743672556,1613.24788501502
"601","personal","personal",41,0.000153847885717288,0.000283078348366509,0.000283078348366509,1919.89830943936
"602","interviewer","interviewer",40,0.000150095498260768,0.000257343953060463,0.000257343953060463,2266.41654089915
"603","said","just",40,0.000150095498260768,0.00819640490497574,0.0159681922874017,1.14680217675225
"604","said","know",40,0.000150095498260768,0.00819640490497574,0.0114904075041497,1.59370828818538
"605","just","said",40,0.000150095498260768,0.0159681922874017,0.00819640490497574,1.14680217675225
"606","know","said",40,0.000150095498260768,0.0114904075041497,0.00819640490497574,1.59370828818538
"607","wonderful","wonderful",40,0.000150095498260768,0.000321679941325579,0.000321679941325579,1450.50658617545
"608","front","front",40,0.000150095498260768,0.000295945546019532,0.000295945546019532,1713.73651485758
"609","pills","pills",40,0.000150095498260768,0.000308812743672556,0.000308812743672556,1573.90037562441
"610","calling","calling",40,0.000150095498260768,0.000283078348366509,0.000283078348366509,1873.07152140425
"611","strong","strong",40,0.000150095498260768,0.000283078348366509,0.000283078348366509,1873.07152140425
"612","sixty","sixty",40,0.000150095498260768,0.000283078348366509,0.000283078348366509,1873.07152140425
"613","given","given",40,0.000150095498260768,0.000283078348366509,0.000283078348366509,1873.07152140425
"614","comfortable","comfortable",40,0.000150095498260768,0.000283078348366509,0.000283078348366509,1873.07152140425
"615","medicine","medicine",40,0.000150095498260768,0.000295945546019532,0.000295945546019532,1713.73651485758
"616","therapy","therapy",40,0.000150095498260768,0.000295945546019532,0.000295945546019532,1713.73651485758
"617","plan","plan",40,0.000150095498260768,0.000308812743672556,0.000308812743672556,1573.90037562441
"618","difference","difference",40,0.000150095498260768,0.000295945546019532,0.000295945546019532,1713.73651485758
