"","id","sentences","doc_id","sentence_id","nchar","description","family_experience","treatment_prof","personal_experience"
"48","1","april 2000.  april 2000 decided needed change","Anderson_Greg",63,77,"Social worker",NA,TRUE,NA
"49","1","needed experience, became adult foster care licenser","Anderson_Greg",64,75,"Social worker",NA,TRUE,NA
"50","1","adult foster care licenser two_half_years, based encouragement received one_two supervisors within department going succession plan, iconic adult service supervisor managing mental_health chemical_dependency services fifteen twenty_years—she iconic within human_services community duluth saintlouis_county","Anderson_Greg",65,446,"Social worker",NA,TRUE,NA
"51","1","filled position vacant two_years, took chemical_dependency adult protection common entry point, represented pay services, responsibilities kind evolved switched, since january 2003 supervising chemical_dependency services. first twelve years just supervising services south saintlouis_county, ended restructuring time","Anderson_Greg",67,438,"Social worker",NA,TRUE,NA
"52","1","took supervision saintlouis_county—both north south","Anderson_Greg",68,71,"Social worker",NA,TRUE,NA
"53","1","also special project, generated county board's commitment support try find resolutions opioid_epidemic","Anderson_Greg",70,156,"Social worker",NA,TRUE,NA
"54","1","directing overseeing substance_abuse prevention, intervention initiatives since probably april 2014.  as: observed opioid crisis? dealing substance_abuse professionally since say? ga: 2003.  as: decade plus experience seeing happening community","Anderson_Greg",71,336,"Social worker",NA,TRUE,NA
"55","1","witnessed? ga: coming 2003 primary substance choice alcohol","Anderson_Greg",72,90,"Social worker",NA,TRUE,NA
"56","1","cycles trends changed","Anderson_Greg",74,57,"Social worker",NA,TRUE,NA
"57","1","get later 2000s, maybe starting 2006, 2007 incredible upswing methamphetamine","Anderson_Greg",75,102,"Social worker",NA,TRUE,NA
"58","1","basically dealing two_different fronts","Anderson_Greg",76,59,"Social worker",NA,TRUE,NA
"59","1","effect individuals family use, also public_health crisis dealing manufacturing","Anderson_Greg",77,161,"Social worker",NA,TRUE,NA
"60","1","lot money, lot resources put","Anderson_Greg",78,53,"Social worker",NA,TRUE,NA
"61","1","actually worked collaboration children family services unit financial assistance unit working setting shared family program basically mothers and/or parents dealing substance_use placed adult foster home, actually end dually licensed foster home parent child placed together assist support initial phases recovery process","Anderson_Greg",79,475,"Social worker",NA,TRUE,NA
"62","1","lot barriers place state perspective regards funding","Anderson_Greg",80,73,"Social worker",NA,TRUE,NA
"63","1","funding adults, residential services called group state residential housing program significant effects minnesota family investment program, mfip","Anderson_Greg",81,184,"Social worker",NA,TRUE,NA
"64","1","using 1) impacts others, get great detail right_now memory's kind faded","Anderson_Greg",82,112,"Social worker",NA,TRUE,NA
"65","1","operated two_three_years, continuing barriers regards getting appropriate level funding getting families accept needing done financial assistance standpoint.  as: trying put parents recovery children order children away them, supervised caregiver adult. ga: yeah","Anderson_Greg",83,444,"Social worker",NA,TRUE,NA
"66","1","monitoring, mentoring, types of— as: able coordinate different funding streams order make work way imagined it?  ga: got frustrating","Anderson_Greg",84,192,"Social worker",NA,TRUE,NA
"67","1","actually come position ongoing discussions past regarding trying parents dealing mental_illness","Anderson_Greg",85,167,"Social worker",NA,TRUE,NA
"68","1","barriers regards funding streamissthe state worked hard trying_get things place relationship efforts reduce homelessness provide permanent support housing services","Anderson_Greg",87,227,"Social worker",NA,TRUE,NA
"69","1","sure things may now changed","Anderson_Greg",88,57,"Social worker",NA,TRUE,NA
"70","1","recent times looking projects relationship harm_reduction chronic inebriates face long-term homelessness","Anderson_Greg",90,141,"Social worker",NA,TRUE,NA
"71","1","program called san marco, basically project modeled several communities within state_minnesota, also throughout country","Anderson_Greg",91,192,"Social worker",NA,TRUE,NA
"72","1","center alcohol_drug treatment_center city housing key players","Anderson_Greg",92,86,"Social worker",NA,TRUE,NA
"73","1","saintlouis_county public_health human_services provided supportive role development","Anderson_Greg",93,96,"Social worker",NA,TRUE,NA
"74","1","worked assistance utilizing group residential housing financial assistance benefit provide funding individuals meeting characteristics","Anderson_Greg",94,166,"Social worker",NA,TRUE,NA
"75","1","matter fact ten-year anniversary opening june 22nd","Anderson_Greg",95,84,"Social worker",NA,TRUE,NA
"76","1","alcohol consumption a— as: call wet house? might extreme. ga: common term","Anderson_Greg",96,113,"Social worker",NA,TRUE,NA
"77","1","kind shifted wet house supportive housing chronic inebriates","Anderson_Greg",97,85,"Social worker",NA,TRUE,NA
"78","1","just another example collaboration commitment community can address","Anderson_Greg",98,104,"Social worker",NA,TRUE,NA
"79","1","wish still dvd—a dvd made think two_years opening—and called ""there losers,"" telling story","Anderson_Greg",99,144,"Social worker",NA,TRUE,NA
"80","1","law_enforcement real, want_say cynical, real concerns putting together, basically end dvd moving statement police chief regards program done individuals residing there, positive impact city community.  as: harm_reduction model.  ga:","Anderson_Greg",102,395,"Social worker",NA,TRUE,NA
"81","1","walk office, building, look one block san marco","Anderson_Greg",103,99,"Social worker",NA,TRUE,NA
"82","1","thirty board watch component inebriates, forty single room sro units individuals","Anderson_Greg",106,115,"Social worker",NA,TRUE,NA
"83","1","basically sro geared—we human development center community mental_health center—they provide supportive services individuals sro center alcohol_drug treatment provides services individuals board watch.  as: get_back meth—you saw crisis, tried housing situation, then— ga: lot resources allocated","Anderson_Greg",107,427,"Social worker",NA,TRUE,NA
"84","1","enhanced services children family services provide support, direction, intervention families afflicted issue","Anderson_Greg",108,152,"Social worker",NA,TRUE,NA
"85","1","things kind of, well least standpoint, things fell wayside period_time, think biggest thing law_enforcement standpoint able focus reduce, ever totally eliminate, greatly reduce labs community.  as: houses duluth? ga: yeah","Anderson_Greg",109,322,"Social worker",NA,TRUE,NA
"86","1","duluth, rural duluth— as: heard rural areas, actually city? ga: yeah","Anderson_Greg",110,126,"Social worker",NA,TRUE,NA
"87","1","can_think least three_four instances homes duluth","Anderson_Greg",111,81,"Social worker",NA,TRUE,NA
"88","1","basically necessarily lower income areas occurring","Anderson_Greg",112,77,"Social worker",NA,TRUE,NA
"89","1","boundaries relationship income.  as: yeah, myth busted right_now.  ga: really coming_back","Anderson_Greg",113,124,"Social worker",NA,TRUE,NA
"90","1","but, things really slowed probably, guessing, 2010, 2011","Anderson_Greg",115,69,"Social worker",NA,TRUE,NA
"91","1","dealing issues, things really coming light, things really becoming noticeable 2011, 2012","Anderson_Greg",117,121,"Social worker",NA,TRUE,NA
"92","1","late 2012 commissioner department_human_services came duluth community leaders, believe police chief part panel presentation, want_say lucinda jesson department_human_services commissioner time","Anderson_Greg",118,289,"Social worker",NA,TRUE,NA
"93","1","long story short came discussing state's direction put_together implement substance_use state plan address substance_use.  as: came saintpaul? ga: came saintpaul","Anderson_Greg",119,220,"Social worker",NA,TRUE,NA
"94","1","believe may been—i_think minnesota department_health think another state department along chief police time gordon ramsey","Anderson_Greg",120,176,"Social worker",NA,TRUE,NA
"95","1","attended session along adult service division director mark nelson","Anderson_Greg",122,81,"Social worker",NA,TRUE,NA
"96","1","time north saintlouis_county mcd supervisor mike [unclear], also attendance professor university duluth's school pharmacy mark sneiderhan, ceo center alcohol_drug treatment gary olson, dr","Anderson_Greg",123,252,"Social worker",NA,TRUE,NA
"97","1","beth bilden essentia—at point saintmary's duluth clinic","Anderson_Greg",125,72,"Social worker",NA,TRUE,NA
"98","1","treatment providers there, group started talking session, discussion led series meetings, basically first step development opioid abuse response strategies work group","Anderson_Greg",126,249,"Social worker",NA,TRUE,NA
"99","1","overview.  as: seen impact saintlouis_county 2012 still there, right?  ga: yeah","Anderson_Greg",127,111,"Social worker",NA,TRUE,NA
"100","1","point time primary concern focused prescription opioids","Anderson_Greg",128,77,"Social worker",NA,TRUE,NA
"101","1","conversations came reviews, discussions, time_went basically came greater monitoring control prescription medications","Anderson_Greg",129,151,"Social worker",NA,TRUE,NA
"102","1","longer easily accessed, entrepreneurship others reflecting back supply demand basically said prescription medications, something fit need able provide price good us affordable","Anderson_Greg",130,308,"Social worker",NA,TRUE,NA
"103","1","started swing shift heroin.  second page references appearance two oars [opioid abuse response strategies] members, basically first substance_abuse prevention intervention initiative team member [marsha gertel]","Anderson_Greg",131,269,"Social worker",NA,TRUE,NA
"104","1","almanac north spin-off almanac channel 2 twin_cities","Anderson_Greg",133,70,"Social worker",NA,TRUE,NA
"105","1","basically questions posed us kind went","Anderson_Greg",134,75,"Social worker",NA,TRUE,NA
"106","1","major heroin bust think day before—the date almanac north good friday 2014","Anderson_Greg",135,115,"Social worker",NA,TRUE,NA
"107","1","major heroin bust either wednesday thursday week, based channel 8 called dana kazel, communication manager, wanting get response saintlouis_county relationship","Anderson_Greg",136,234,"Social worker",NA,TRUE,NA
"108","1","adult service division director unable attend, basically went [marsha gertel] interview two hosaintof program. oars group basically ended discussions leading proposal put_together then—i_think late 2000s—our public_health_department social service department merged public_health human_services","Anderson_Greg",138,407,"Social worker",NA,TRUE,NA
"109","1","public_health human_services department proposed county commissioner's developing substance_use prevention intervention initiative","Anderson_Greg",139,149,"Social worker",NA,TRUE,NA
"110","1","unanimous vote january 2014 basically approved allocation four fte's provide prevention/intervention services throughout saintlouis_county address issues relating substance_abuse.  latest draft pamphlet brochure","Anderson_Greg",140,266,"Social worker",NA,TRUE,NA
"111","1","[shows pamphlet] so, basically gives description relationship assisting supporting individuals, families, communities throughout saintlouis_county","Anderson_Greg",142,191,"Social worker",NA,TRUE,NA
"112","1","things public education, trainings, consultations within department family members others calling concerned wanting direction ideas. as: people_can reach oars? ga: basically extension oars","Anderson_Greg",143,257,"Social worker",NA,TRUE,NA
"113","1","oars came first.  as: interesting take opioid crisis led thinking substance_abuse prevention intervention broadly","Anderson_Greg",145,171,"Social worker",NA,TRUE,NA
"114","1","basically looking at.  as: necessarily coordinated services here, decided expand include substance_use rather just opioids.  ga: yeah","Anderson_Greg",147,196,"Social worker",NA,TRUE,NA
"115","1","lot focus opioid piece","Anderson_Greg",148,51,"Social worker",NA,TRUE,NA
"116","1","called expedited rule 25 assessments children family services","Anderson_Greg",149,83,"Social worker",NA,TRUE,NA
"117","1","incredibly high rate home placement","Anderson_Greg",150,56,"Social worker",NA,TRUE,NA
"118","1","kids foster care licensed facilities programs related parental substance_use","Anderson_Greg",151,95,"Social worker",NA,TRUE,NA
"119","1","parent parents come risk losing children","Anderson_Greg",152,81,"Social worker",NA,TRUE,NA
"120","1","willing wanting assessment, oftentimes right one workers available, either [matt johnson] [marsha gertel]","Anderson_Greg",154,155,"Social worker",NA,TRUE,NA
"121","1","also social_worker north saintlouis_county","Anderson_Greg",155,55,"Social worker",NA,TRUE,NA
"122","1","based hibbing, able go exactly day_next_day","Anderson_Greg",156,92,"Social worker",NA,TRUE,NA
"123","1","happens quickly.  let see_can find [rustling papers]","Anderson_Greg",157,76,"Social worker",NA,TRUE,NA
"124","1","minnesota department_health put_together annual—i can probably forward minnesota department_health—it's basically data, statistics overdoses minnesota","Anderson_Greg",158,187,"Social worker",NA,TRUE,NA
"125","1","basically broken things saintlouis_county 2015","Anderson_Greg",160,70,"Social worker",NA,TRUE,NA
"126","1","2016 statistics coming point, 2015 right_now","Anderson_Greg",161,94,"Social worker",NA,TRUE,NA
"127","1","can_take look overdoses related opioids. this based admissions licensed chemical_dependency treatment_programissit's necessarily dealing individuals, admissions.  as: people might go three times year.  ga: yeah, well_know personal experience.  as: can_talk climate collaboration cooperation think duluth has, good job? think_is? factors? ga: know something drinking water","Anderson_Greg",162,546,"Social worker",NA,TRUE,NA
"128","1","mean something witnessed first came community 1987, just_something_just part culture value able work together support even_though may agree various items values life","Anderson_Greg",163,286,"Social worker",NA,TRUE,NA
"129","1","common purpose see problem needs solved can push differences aside work jointly collaborative fashion","Anderson_Greg",164,151,"Social worker",NA,TRUE,NA
"130","1","submitted grant proposal department_human_services approximately 1.3 million dollars state targeted response opioid crisis","Anderson_Greg",165,156,"Social worker",NA,TRUE,NA
"131","1","state_minnesota received 5.3 million dollars 2017 2018 legislation pushed supported hard senator [amy] klobuchar address opioid crisis rural communities.  as: say state got five million? ga: yeah","Anderson_Greg",166,262,"Social worker",NA,TRUE,NA
"132","1","see_can send powerpoint handouts give even information.  as: just turned in? ga: submitted april 28th [2017]","Anderson_Greg",168,175,"Social worker",NA,TRUE,NA
"133","1","saintlouis_county public_health human service submitted proposal lead partner consortium duluth police department, lake superior drug violent crime task_force, rural aids action network, center alcohol_drug treatment, university_minnesota duluth school pharmacy, six judicial district drug courts, carleton county public_health human service. as: saintlouis carleton county? ga: carleton county receive financial benefit application, things allow carleton county residents access particular things relationship drug court probably star component proposal development medically monitored opioid withdrawal program duluth detox","Anderson_Greg",169,778,"Social worker",NA,TRUE,NA
"134","1","basically six-bed expansion duluth detox program, managed center alcohol_drug treatment, collaborated helped facilitate san marco program","Anderson_Greg",170,187,"Social worker",NA,TRUE,NA
"135","1","basically individuals go medical withdrawal nurses doctors monitoring","Anderson_Greg",171,106,"Social worker",NA,TRUE,NA
"136","1","center alcohol_drug treatment also clear path program, medication_assisted_treatment_program, utilizes methadone_suboxone.  went significant borderline crisis situation back want_say 2013","Anderson_Greg",173,254,"Social worker",NA,TRUE,NA
"137","1","methadone program, want_get sued say, methadone program called lake superior treatment_center","Anderson_Greg",174,152,"Social worker",NA,TRUE,NA
"138","1","basically going significant concerns issues relationship meeting licensing","Anderson_Greg",175,102,"Social worker",NA,TRUE,NA
"139","1","want_say either 2012 2013 license revoked, put state_minnesota crisis situation one five_six programs company based state","Anderson_Greg",177,213,"Social worker",NA,TRUE,NA
"140","1","state_minnesota license revoked revoked programs parent company","Anderson_Greg",178,107,"Social worker",NA,TRUE,NA
"141","1","closed lake superior treatment_center ended closing think three_four programs twin_cities, one saintcloud, one rochester","Anderson_Greg",179,180,"Social worker",NA,TRUE,NA
"142","1"," [section omitted] as: place licensing issue way monitoring methadone? ga: yeah, long lisaintbut things set provider appeals revocation can maintain operation appeal process","Anderson_Greg",180,268,"Social worker",NA,TRUE,NA
"143","1","appeal process went two plus year time_period","Anderson_Greg",181,65,"Social worker",NA,TRUE,NA
"144","1","initial onset meeting department_human_services state contingency plans something ended playing program closed","Anderson_Greg",182,171,"Social worker",NA,TRUE,NA
"145","1","result collaboration oars group saintlouis_county put rop community based treatment_program","Anderson_Greg",183,126,"Social worker",NA,TRUE,NA
"146","1","ended personal presentations three finals area basically ended reviewing choosing center alcohol_drug treatment","Anderson_Greg",185,162,"Social worker",NA,TRUE,NA
"147","1","gary olson, ceo, talking putting something together four_five_years prior piece, raised level need","Anderson_Greg",186,143,"Social worker",NA,TRUE,NA
"148","1","gary center just reflective collaboration efforts things.  as: here? owns it? ga:","Anderson_Greg",187,145,"Social worker",NA,TRUE,NA
"149","1","chief executive officer working dealing stuff thirty plus years.  as: picked someone also reflects community itself.  ga: yes","Anderson_Greg",189,177,"Social worker",NA,TRUE,NA
"150","1","gary adamant public_health issue impact individuals' families overall community","Anderson_Greg",191,139,"Social worker",NA,TRUE,NA
"151","1","reflective trying oars group.  as: oars? ga: yeah.  as: keep people who've got hands issue around table? ga: yeah","Anderson_Greg",192,190,"Social worker",NA,TRUE,NA
"152","1","calendar allows can certainly—i can send appointment","Anderson_Greg",195,71,"Social worker",NA,TRUE,NA
"153","1","based sent relationship grant proposal might hearing tomorrow whether not—they talking twenty-one_days","Anderson_Greg",198,145,"Social worker",NA,TRUE,NA
"154","1","state submitted plan january, basically programs supposed running july 1saintbasically awards done contract negotiation piece awardees dhs","Anderson_Greg",200,222,"Social worker",NA,TRUE,NA
"155","1","basically contract signed get things place july 1saintit's real interesting process.  as: saying one_things includes six beds, managed detox","Anderson_Greg",201,198,"Social worker",NA,TRUE,NA
"156","1","parts think special particular? ga: rapid response overdose victimisswe're collaborating duluth police, lake superior drug violent crime task_force","Anderson_Greg",202,209,"Social worker",NA,TRUE,NA
"157","1","jeff kazel can_give lot detail","Anderson_Greg",203,51,"Social worker",NA,TRUE,NA
"158","1","particular piece looking expansion narcan naloxone access","Anderson_Greg",204,107,"Social worker",NA,TRUE,NA
"159","1","able provide naloxone narcan training use_substance","Anderson_Greg",205,75,"Social worker",NA,TRUE,NA
"160","1","target law_enforcement agencies throughout saintlouis_county","Anderson_Greg",206,71,"Social worker",NA,TRUE,NA
"161","1","think_sometimes get lost details—i'm sure also going possibly include emergency responders, definitely law_enforcement agencies throughout saintlouis_county.  going partnering substance_use prevention intervention initiative social_workers provide rapid response regard follow support","Anderson_Greg",207,366,"Social worker",NA,TRUE,NA
"162","1","going try_get see individual one_two_days","Anderson_Greg",208,71,"Social worker",NA,TRUE,NA
"163","1","friday evening probably able anything monday","Anderson_Greg",209,81,"Social worker",NA,TRUE,NA
"164","1","able get individual, provide rule 25 assessment, first step access treatment, provide alternatives supports may applicable necessary","Anderson_Greg",210,202,"Social worker",NA,TRUE,NA
"165","1","trying establish contact early possible get things place provide support.  as: filling gap enough resources enough people treat quickly.  ga: hoping nice fit regards detox expansion","Anderson_Greg",211,286,"Social worker",NA,TRUE,NA
"166","1","thing know_need_going exceed supply, duluth detox able bring individuals provide place stay can_get program","Anderson_Greg",212,186,"Social worker",NA,TRUE,NA
"167","1","gary olson duluth detox going_working north saintlouis_county range detox virginia [minnesota] able go range detox staying range detox going able brought duluth detox program","Anderson_Greg",213,254,"Social worker",NA,TRUE,NA
"168","1","discussions transportation ely bringing people down.  thing gets lost saintlouis_county geographically bigger three states within mainland","Anderson_Greg",216,208,"Social worker",NA,TRUE,NA
"169","1","another thing too, reminded regular basis too, saintlouis_county massive dealing services issues related urban rural settings","Anderson_Greg",218,183,"Social worker",NA,TRUE,NA
"170","1","need able understand put things place address things areas","Anderson_Greg",219,89,"Social worker",NA,TRUE,NA
"171","1","helps grown small farm able better connect understand things","Anderson_Greg",220,108,"Social worker",NA,TRUE,NA
"172","1","always discussions about, ""this happens","Anderson_Greg",221,54,"Social worker",NA,TRUE,NA
"173","1","happens there."" “shouldn't same?” well, got apple got orange","Anderson_Greg",222,99,"Social worker",NA,TRUE,NA
"174","1","may great metaphor.  as: ideal world, stand today, think crisis can solved? vantage point someone figuring money coming going","Anderson_Greg",226,233,"Social worker",NA,TRUE,NA
"175","1","see solved anytime soon? ga: needs community effort, got_got oars group","Anderson_Greg",227,138,"Social worker",NA,TRUE,NA
"176","1","well documented throughout past four_five_years law_enforcement judicial legal system arrest problem","Anderson_Greg",228,160,"Social worker",NA,TRUE,NA
"177","1","need address prevention intervention standpoint","Anderson_Greg",229,74,"Social worker",NA,TRUE,NA
"178","1","need provide support services individuals dealing addiction, need able outreach provide education support community better understanding addiction is, substances, drugs, can individual, process also communicate fact individuals dealing choice","Anderson_Greg",230,393,"Social worker",NA,TRUE,NA
"179","1","dealing afflicted disease.  one key points trying work constant basis stigma","Anderson_Greg",231,151,"Social worker",NA,TRUE,NA
"180","1","need able remove stigma associated chemical_dependency addiction","Anderson_Greg",232,89,"Social worker",NA,TRUE,NA
"181","1","similar effort needs done regards mental_health","Anderson_Greg",233,75,"Social worker",NA,TRUE,NA
"182","1","stigma hard individual come say, ""i'm addicted heroin","Anderson_Greg",234,93,"Social worker",NA,TRUE,NA
"183","1","need_help,"" many signs reactions people_like, ""oh, get","Anderson_Greg",235,98,"Social worker",NA,TRUE,NA
"184","1","time help you."" type thing.  think progress made","Anderson_Greg",240,94,"Social worker",NA,TRUE,NA
"185","1","just discussions experiences, fortunately first-hand experience","Anderson_Greg",241,102,"Social worker",NA,TRUE,NA
"186","1","listening others seen going others, spouse, child, sibling, see understand fact choice","Anderson_Greg",243,184,"Social worker",NA,TRUE,NA
"187","1","that—that just amplifies importance support groups nar-anon verne wagner involved mutual experiences people share","Anderson_Greg",244,188,"Social worker",NA,TRUE,NA
"188","1","ends snowball like good things_going grow passing information communication","Anderson_Greg",245,144,"Social worker",NA,TRUE,NA
"189","1","need address things prevention intervention prevention","Anderson_Greg",246,78,"Social worker",NA,TRUE,NA
"190","1","going solve lot just addressing one_thing","Anderson_Greg",247,59,"Social worker",NA,TRUE,NA
"191","1","reactive instead proactive both.  as: come education around chemical_dependency? go_school it? learned job? ga: basically learned job","Anderson_Greg",248,224,"Social worker",NA,TRUE,NA
"192","1","younger days twin_cities social active lifestyle relationships individuals started great sudden like a, b, c, d","Anderson_Greg",250,205,"Social worker",NA,TRUE,NA
"193","1","ended leaving relationship getting another relationship sudden thing starts happening","Anderson_Greg",252,121,"Social worker",NA,TRUE,NA
"194","1","interesting piece—i established good friendship one particular individual grad school part cd [chemical_dependency] group veteran's hospital","Anderson_Greg",254,176,"Social worker",NA,TRUE,NA
"195","1","listening stories individuals dynamics tied relationship addiction","Anderson_Greg",255,100,"Social worker",NA,TRUE,NA
"196","1","hearing kind explained earlier life experiences.  basically work","Anderson_Greg",256,87,"Social worker",NA,TRUE,NA
"197","1","matter child protection working elderly: chemical_dependency addiction_going part work","Anderson_Greg",257,146,"Social worker",NA,TRUE,NA
"198","1","one_things working department standpoint substance_abuse prevention intervention initiative attempting put substance_use_disorder training core training function new social_workers, new employees coming department","Anderson_Greg",258,273,"Social worker",NA,TRUE,NA
"199","1","wonderful training department within saintlouis_county","Anderson_Greg",260,64,"Social worker",NA,TRUE,NA
"200","1","done lot_work basically getting quarterly trainings set","Anderson_Greg",261,79,"Social worker",NA,TRUE,NA
"201","1","parental substance_use_disorder, abc's addiction","Anderson_Greg",262,55,"Social worker",NA,TRUE,NA
"202","1","sbir [screening, brief intervention, referral] training—which brief intervention referral treatment—which screening piece can done anybody","Anderson_Greg",263,174,"Social worker",NA,TRUE,NA
"203","1","need college education able","Anderson_Greg",266,56,"Social worker",NA,TRUE,NA
"204","1","basically able ask open ended questions allow individual share able listen situation develop enlightenment risks involved","Anderson_Greg",267,203,"Social worker",NA,TRUE,NA
"205","1","individual can easy saying, well, need_get someone drive home night","Anderson_Greg",268,112,"Social worker",NA,TRUE,NA
"206","1","think_really_good get_assessment see possibly might eligible chemical_dependency treatment might good direction go.  as: see education just professionals, everyone? seem sorely lacking public education around substance_use","Anderson_Greg",270,326,"Social worker",NA,TRUE,NA
"207","1","reminds sex education political gets, disservice young, growing sexual beings. ga: tough uncomfortable conversation, conflicting values installed us.  as: trust people make decisions health.  ga: absolutely","Anderson_Greg",271,352,"Social worker",NA,TRUE,NA
